[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], Level
[168, 36, 4.666666666666667, 1.8333333333333333, 1.4444444444444444, 0.5, 0.1111111111111111, 2.0, 0.14204824164569477, 0.6571428571428571, 0.08571428571428572, -424.1626157157869], N4
[137, 31, 4.419354838709677, 1.5806451612903225, 1.1612903225806452, 0.6129032258064516, 0.0, 1.7741935483870968, 0.06441788029467403, 0.4666666666666667, 0.13333333333333333, -356.18942593512605], N4
[172, 28, 6.142857142857143, 2.3214285714285716, 2.1785714285714284, 0.5714285714285714, 0.21428571428571427, 2.8214285714285716, 0.05243510695191064, 0.4444444444444444, 0.1111111111111111, -474.9369558216902], N5
[136, 27, 5.037037037037037, 1.9259259259259258, 1.7407407407407407, 0.6296296296296297, 0.0, 2.111111111111111, 0.03675569259312173, 0.2692307692307692, 0.11538461538461539, -344.6623549736185], N5
[205, 33, 6.212121212121212, 2.272727272727273, 1.7878787878787878, 0.9393939393939394, 0.06060606060606061, 2.6666666666666665, 0.026629348209994765, 0.25, 0.0, -511.5014903478564], N5
[138, 28, 4.928571428571429, 1.6785714285714286, 1.6428571428571428, 0.6785714285714286, 0.03571428571428571, 1.8928571428571428, 0.03707710641630941, 0.18518518518518517, 0.0, -365.6714763565899], N5
[199, 37, 5.378378378378378, 2.1621621621621623, 1.2972972972972974, 1.0810810810810811, 0.02702702702702703, 2.3513513513513513, 0.10473791867967903, 0.4166666666666667, 0.05555555555555555, -498.1862691720904], N5
[148, 30, 4.933333333333334, 1.8333333333333333, 1.2666666666666666, 0.6333333333333333, 0.16666666666666666, 2.066666666666667, 0.07672065470263162, 0.4482758620689655, 0.0, -382.36092268757227], N5
[221, 34, 6.5, 2.323529411764706, 2.088235294117647, 0.9411764705882353, 0.20588235294117646, 2.8529411764705883, 0.12003030959911191, 0.9090909090909091, 0.3333333333333333, -563.7723399578449], N5
[194, 30, 6.466666666666667, 2.2666666666666666, 2.2333333333333334, 0.8, 0.13333333333333333, 2.6, 0.0600278313117184, 0.41379310344827586, 0.10344827586206896, -476.31464953631365], N5
[123, 30, 4.1, 1.5333333333333334, 1.2, 0.6333333333333333, 0.03333333333333333, 1.6333333333333333, 0.061985654542691455, 0.2413793103448276, 0.06896551724137931, -337.6324528274602], N5
[150, 30, 5.0, 1.7333333333333334, 1.3, 0.7666666666666667, 0.03333333333333333, 1.9, 0.08112949265310396, 0.41379310344827586, 0.0, -388.349031666406], N5
[151, 30, 5.033333333333333, 1.9666666666666666, 1.4333333333333333, 0.7333333333333333, 0.1, 2.066666666666667, 0.035191080308612115, 0.20689655172413793, 0.034482758620689655, -389.9886537376902], N5
[189, 37, 5.108108108108108, 1.837837837837838, 1.162162162162162, 0.6486486486486487, 0.13513513513513514, 2.081081081081081, 0.051429161585983145, 0.2777777777777778, 0.1111111111111111, -491.1250595225474], N5
[190, 27, 7.037037037037037, 2.4074074074074074, 2.5925925925925926, 0.6666666666666666, 0.037037037037037035, 2.740740740740741, 0.11319421847274384, 0.8846153846153846, 0.34615384615384615, -526.1145970681755], N5
[163, 31, 5.258064516129032, 1.7741935483870968, 1.3870967741935485, 0.967741935483871, 0.0, 2.032258064516129, 0.060954792094149175, 0.36666666666666664, 0.03333333333333333, -419.47921440131665], N5
[182, 31, 5.870967741935484, 2.2580645161290325, 1.3870967741935485, 0.9354838709677419, 0.12903225806451613, 2.5806451612903225, 0.08412626941705323, 0.6, 0.03333333333333333, -464.72195359505804], N5
[131, 29, 4.517241379310345, 1.6551724137931034, 1.0689655172413792, 0.7931034482758621, 0.20689655172413793, 1.8620689655172413, 0.06917022595635691, 0.25, 0.07142857142857142, -339.2591995019572], N5
[222, 33, 6.7272727272727275, 2.272727272727273, 2.242424242424242, 1.3636363636363635, 0.06060606060606061, 2.727272727272727, 0.0925133756597999, 0.6875, 0.03125, -602.1718393424006], N5
[163, 34, 4.794117647058823, 1.6176470588235294, 1.3823529411764706, 0.6764705882352942, 0.029411764705882353, 1.7352941176470589, 0.07263153819699308, 0.42424242424242425, 0.030303030303030304, -426.3118776417975], N5
[205, 30, 6.833333333333333, 2.566666666666667, 2.0, 1.0333333333333334, 0.06666666666666667, 2.933333333333333, 0.06943328472453421, 0.6206896551724138, 0.06896551724137931, -534.917903928748], N5
[171, 33, 5.181818181818182, 1.878787878787879, 1.4848484848484849, 0.5151515151515151, 0.0, 1.9696969696969697, 0.06312086466251926, 0.5, 0.09375, -453.13957695514296], N5
[216, 40, 5.4, 1.875, 1.125, 0.975, 0.05, 2.125, 0.04395700586414929, 0.28205128205128205, 0.0, -563.3271836357825], N5
[184, 33, 5.575757575757576, 2.0303030303030303, 1.4545454545454546, 0.6060606060606061, 0.12121212121212122, 2.272727272727273, 0.05434634405221186, 0.34375, 0.0, -482.36536746514656], N5
[166, 32, 5.1875, 1.875, 1.0625, 0.75, 0.09375, 2.1875, 0.027827403852293126, 0.1935483870967742, 0.0, -444.71426173384793], N5
[182, 42, 4.333333333333333, 1.619047619047619, 1.2142857142857142, 0.6428571428571429, 0.09523809523809523, 1.8095238095238095, 0.04663145230523953, 0.2682926829268293, 0.024390243902439025, -517.2744787711791], N5
[187, 42, 4.4523809523809526, 1.6428571428571428, 1.1428571428571428, 0.7142857142857143, 0.07142857142857142, 1.8333333333333333, 0.0739347067078355, 0.36585365853658536, 0.04878048780487805, -476.2547818645294], N5
[171, 36, 4.75, 1.6388888888888888, 1.2222222222222223, 0.4722222222222222, 0.2222222222222222, 1.9444444444444444, 0.05650108809474087, 0.34285714285714286, 0.11428571428571428, -463.24555011617724], N5
[168, 48, 3.5, 1.6666666666666667, 1.0, 0.4791666666666667, 0.125, 1.7083333333333333, 0.026058245043586486, 0.1276595744680851, 0.02127659574468085, -459.91130128824136], N5
[168, 38, 4.421052631578948, 1.6842105263157894, 0.9736842105263158, 0.7894736842105263, 0.02631578947368421, 1.736842105263158, 0.0830300062934663, 0.4864864864864865, 0.10810810810810811, -424.6549701535627], N5
[187, 34, 5.5, 1.9705882352941178, 1.5588235294117647, 0.6470588235294118, 0.11764705882352941, 2.3529411764705883, 0.1036730430538466, 0.6060606060606061, 0.12121212121212122, -498.6941170233827], N5
[179, 45, 3.977777777777778, 1.5777777777777777, 0.8222222222222222, 0.7777777777777778, 0.06666666666666667, 1.7777777777777777, 0.036881329424956116, 0.18181818181818182, 0.022727272727272728, -475.9482950767153], N5
[165, 34, 4.852941176470588, 1.7352941176470589, 0.9411764705882353, 0.9117647058823529, 0.08823529411764706, 2.0, 0.037074783919579406, 0.24242424242424243, 0.0, -442.66409640723487], N5
[237, 51, 4.647058823529412, 1.6274509803921569, 1.0, 0.8823529411764706, 0.0392156862745098, 1.7843137254901962, 0.07676244676527919, 0.44, 0.04, -625.8766624015029], N5
[215, 44, 4.886363636363637, 1.75, 1.2727272727272727, 0.7727272727272727, 0.045454545454545456, 1.9318181818181819, 0.03414264181143446, 0.27906976744186046, 0.0, -550.0262619142619], N5
[247, 45, 5.488888888888889, 1.9777777777777779, 1.511111111111111, 0.8666666666666667, 0.08888888888888889, 2.2888888888888888, 0.10745189973741867, 0.6363636363636364, 0.13636363636363635, -653.6365810035838], N5
[213, 44, 4.840909090909091, 1.9318181818181819, 1.1136363636363635, 0.9545454545454546, 0.09090909090909091, 2.272727272727273, 0.0336664088942398, 0.18604651162790697, 0.046511627906976744, -561.7904589897873], N5
